Entries,Class,,,,,,,,,,,,,,,,,,,,
adamlar tahmini teslimat tarihi veriyorlar 1 hafta araliğinda ve  kullanicilari  hala gelip siparisim kargoya verilmedi diyebiliyor  bu  sitenin değil kullanicinin eksikliğidir  okuyun kardesim ölmezsiniz  kampanya biter tedarik süreci baslar  sonucunda kargolanir yollanir o tarih içinde  bundan dolayi da değisim kabul edilmiyor zaten neyse iyidir hostur muadillerine oranla en kalitelisidir diyebiliriz,4,,,,,,,,,,,,,,,,,,,,
birkaç gün önce tedarik edilemediği için iptal edilen ürün bugün tekrar satisa çikti  hem de 10 lira daha ucuza çok enteresan seyler oluyor,4,,,,,,,,,,,,,,,,,,,,
firsat sitelerinin hiziri,4,,,,,,,,,,,,,,,,,,,,
su ana kadarki tüm siparislerimi zamanindan önce ve beklediğim sekilde bana ulastiran alisveris sitesi  kesinlikle disari çikip yaptiğim vitrin gezmelerinden daha verimli sekilde alisveris yapmami sağliyor  kargo ücreti biraz pahali gibi dursa da  bunu disari çiktiğimda yaptiğim ekstra harcamalarla kiyasladiğimda yine karda olduğumu düsünüyorum,4,,,,,,,,,,,,,,,,,,,,
sabaha karsi saat 04:20 siralarinda yaptiğim alisverisi aninda kargoya vererek beni dumura uğratmis sitedir  bir yanlislik olmustur heralde diye düsünürken  sabah yurtiçi kargodan gelen kargo takip numarasi ve tahmini teslim tarihinin yarini göstermesi az kalsin aklimi yitirmeme sebep oluyordu  hayir bu kadar hizli vermeleri killandirdi haci  çok merak ediyorum bakalim ne gelecek,4,,,,,,,,,,,,,,,,,,,,
21 eylülde aldiğim ayakkabilari  teslimat tarihi 28 09 2012-05 10 2012 olarak görünmesine rağmen hala teslim etmeyen alisveris sitesidir,4,,,,,,,,,,,,,,,,,,,,
web siteleri üzerinden mesaj göndererek teslimatin geciktiğini belirtip  ne zaman teslim edileceğini sormamin üzerinden 2 saat geçtikten sonra siparisimi kargoya veren alisveris sitesi,4,,,,,,,,,,,,,,,,,,,,
just in time  felsefesine göre yönetilen çok yönlü bir distributor firma  ürünleri yurtdisindan getirip stoklamak  bu stoğu müsteriye sunmak yerine  müsterinin talebine göre üretici firmaya tek tek siparis veriyor  böylece stok maliyetleri ve israf azaliyor ancak siparisi verilen her ürün  yurtdisindan tek tek getirildiği için müsterinin bekleme süresi en az bir haftayi buluyor,4,,,,,,,,,,,,,,,,,,,,
web kullanici arayüzü hantalliktan ölecek neredeyse  tek seri sayfa geçisi yapamiyorsunuz  bu siteden bu kadar alisveris yapilabilmesinin sebebi kadinlarin alisveris tutkusundan baska bir sey olamaz  ha müsteri iliskilerinde birçoğuna açik ara fark atar o ayri,4,,,,,,,,,,,,,,,,,,,,
tek seferde yaptiğim dört parçalik alisverisin   muhtemelen ürünlerin tedariki nedeniyle  her gün birini yollayarak   geçen haftanin her günü tam da mesai bitimi   pilim bitmisken beni mutlu etmis firmadir  ben de sanki o ürünlerin parasini vermemis de bana hediye geliyormus hissine bürünerek simariyordum  simdi siteye gidip 5 parça ürün siparisi verip   gelecek haftayi mutlu tamamlama niyetindeyim  tesekkürler trendyol,4,,,,,,,,,,,,,,,,,,,,
ben buradan daha önce alisveris yapmadim  buradan değil muadillerinden de yapmadim ama bu gece bir esinti geldi bir seyler almis bulundum  sonra kiz arkadasim ala ala bunu mu aldin bunun bedeni de sana gelmez deyince kendilerine mail attim  ya durum benden kaynakli bunu bir iptal etsek nasil olur  diye  saat 01 15 gibi mailimden hemen sonra hem siparis iptal oldu hem geri bildirim gönderdiler sağolsunlar  diğer rakipleri belki bu kadar çabuk geri dönüs yapiyordur bilmiyorum ama bu gece kendilerinden alisveris yapmadan memnun kaldiğim alisveris sitesidir kendileri,4,,,,,,,,,,,,,,,,,,,,
eksik bilgilerimi tamamlarsam beni özel süprizlerin beklediğini söyleyen site bkz sürpriz,4,,,,,,,,,,,,,,,,,,,,
3 alisverisimi yaptigim güvenilir site ilk seferinde sorun çikmadi ancak 2 alisverisimde ürün elime 1 ay boyunca ulasmadi mail attim aninda geri döndüler özür dileyerek ellerinde olmayan bir sebepten ötürü istedigim ürünlerden birini temin edemediklerini digerlerini hemen kargoliyacaklarini bunun yaninda da bana 20tl degerinde çek hediye ettiklerini söylediler 3 ürünümü söyledikleri tarihte hem de mükemmel bir biçimde elime ulastirdilar babetim çok güzel bir sekilde kutulanmis yaninda trendyolcom u tercih ettiginiz için tesekkür ederiz yazili bir kart buna ilaveten de seker bayramimi kutlayan bir kartin da oldugu küçük bi kese içinde bir sürü küçük sevimli seker,4,,,,,,,,,,,,,,,,,,,,
gönül almayi da iyi bilen alisveris sitesi ayni zamanda,4,,,,,,,,,,,,,,,,,,,,
diger private shopping sitelerine oranla daha karizmatik bir tasarima sahip sitesi olan fakat içerdigi markalar itibariyle daha zengin bir kitleye hitap eden alisveris sitesi linkini ver üye olayim kanka sukumu vereyim derseniz httpwwwtrendyolcomdavetqwertyqwer960998,4,,,,,,,,,,,,,,,,,,,,
adidas kampanyasindan toplamda 280 tl tutan 3 parça ürünü 160 tlye aldigim ve cumaya kadar elinize ulasir denip cumartesi sabahi 09 00 da bana ulastigi için özür mahiyetinde hesabima 20 tl lik hediye çeki armagan etmis alisveris sitesidir,4,,,,,,,,,,,,,,,,,,,,
akg stüdyo tipi profesyonel kulakligi piyasada 450 tl civarinda seyrederken 208 tlye satin aldigim 1 hafta sonra gayet güzel kolisi ile beraber sapa saglam teslim eden firmadir tek dezavantaji mail attiginizda sizi adam yerine koyup muhattap olmaz ama yinede 2 3 günde bir siteye girilesi yeni markalara bakilasi sitedir gönül ister ki daha çok elektronik olsun istiyor gönül bi oldurun be,4,,,,,,,,,,,,,,,,,,,,
bugun enzo ferrari yi üyesi yaptigim site caps bu olayin disinda siteyle ilgili bi seyler söylemek gerekirse mankenleri beden ölçülerini ve üzelerinde ki kiyafetin bedenini yazmalari online alisveris için çok kullanisli buna bakarak beden seçimimizi daha rahat yapabiliyoruz her kampanyada manken üzerinde olmuyor teshirler ama olsun,4,,,,,,,,,,,,,,,,,,,,
hala isminin trend yol dan geldigini düsünüyorum sloganlarinin the way to shop olmasindan mütevellit trendy ol halini aklima getirmemistim bile ayrica site tasarimlari diger alternatiflerine bes basar sirf her satirda bulunan sayfa basina dön opsiyonu bile sahane,4,,,,,,,,,,,,,,,,,,,,
günlük e-bülten yollamayin seçenegini seçmeme ragmen israrla email atan e ticaret seysi,4,,,,,,,,,,,,,,,,,,,,
converse ve slazenger kampanyalari ile piyasanin amina koymuslardir yürüyedur trendyol pesindeyiz,4,,,,,,,,,,,,,,,,,,,,
markafoni ve limango ile karsilastrildiginda en düzgünü hem daha hizlilar hem de degisim kabul ediyorlar markafoni hiç bir sekilde degisim almiyor ancak iade ederseniz kabul ediyormus hazretler buradan ben 5 6 kez sevgilim de bir o kadar siparis verdi hiç sorun yasamadik,4,,,,,,,,,,,,,,,,,,,,
ilk kez kiyafet satin aldigim site daha önce çanta almistim pisman olmadim umarim bu kez de pisman olmam ürünlerin kalitesi ise bir markafoniden bir limango dan daha iyidir bu kesin ama kiyafetler olmazsa o zaman yandik demektir,4,,,,,,,,,,,,,,,,,,,,
markalarin online satis siteleri dururken bu tarz sitelerden pek alisveris yapma taraftari degilim fakat türkiyede faaliyet gösteren pek çok uluslararasi giyim firmasinin online satis siteleri olmadigindan el mahkum bu tip sitelere ragbet oluyor sattiklari ürünlerin bir kisminin teshir ve geçmis sezon ürünleri oldugu da fazlasiyla gerçektir bir diger hususda trendyol bence limangodan çok daha iyi limangoda aksesuar ve saçma sapan seyler disinda bir sey yok,4,,,,,,,,,,,,,,,,,,,,
yine de cok tesekkur ederiz trendyola boylesine mukemmel bir tasarimi boylesinde enfes bir markayi bizlerle bu kadar cazip bir fiyatla tanistirdigi icin bir tanecik ampule 195 lira verecekti insanlar sizin sayenizde ceplerine kalan 68 lirayi baska sacmaliklara kullanabilecekler sagol trendyol,4,,,,,,,,,,,,,,,,,,,,
elit veya oyle demeyelim de kendini elit sanip 5 liralik seye 200 lira vermekten kacinmayacak insan toplulugunun markafonisi ve limangosu bu site,4,,,,,,,,,,,,,,,,,,,,
gün itibari ile bkz privenuptia marka gelinlikleri satisa çikaran sanal alisverisçi vay anasini sn seyirciler,4,,,,,,,,,,,,,,,,,,,,
normalde alabilceginiz fiyatin yaklasik 1/5 fiyatina gelinlik alabileceginiz site tabi bi beyaz butik degil ama yine de iki tadilatla 1500 tl ye gelinlik bu sefer erkekleri güldürdü diyebiliriz,4,,,,,,,,,,,,,,,,,,,,
satin alinan ürünleri belirttigi tarihte elinize ulastiran  markafoniden bir miktar daha güvenilir alisveris sitesi bu zamana kadar yaptigim alisverislerde hiçbir sorun yasamadim bir keresinde aldigim kiyafette  kisa bir süre içinde sorun olusmustu; kendilerine bildirdigimde hemen iade etmemi söylediler ve bedelini kredi kartima iade ederek beni hiç ugrastirmadilar ayrica diger birçok alisveris sitesinde olmayan müsteri hizmetleri servisi var; bir sorun oldugunda arayarak direk biriyle konusma imkani buluyor  mail trafigiyle ugrasmiyorsunuz,4,,,,,,,,,,,,,,,,,,,,
markafoni  limango ve trendyol üçlüsünün en hizli isleyeni kutulama ambalajlama sekilleri güzel bu üç sitenin üçünden de yeter miktarda siparis vermis biri olarak konusuyorum ki içlerinde hem ürünlerini en çok begendigim hem de siparislerimi oldukça hizli teslim alabildigim site bu bi de kutulardan dogadan çaylar çikiyor falan,4,,,,,,,,,,,,,,,,,,,,
bi suredir diyesim vardi diyemedim seviyorum ulan seni rakiplerinden siyrildigin o kadar cok nokta var ki biriktirdim tanrinin hakki uc dedim uc oldu da yaziyorum 1 trendyolda bi urunden memnun kalmazsan urunu aciklamasiz aynen geri gonderebiliyorsun ve herhangi bir kargo masrafina da maruz kalmiyorsun bu en azindan biliyorum ki markafonide olmayan bir durum onda nedeni belirtmen gerekiyor burda bi urkuyorsun bir de kargo parasindan oluyorsun illa ki 2 rakiplerine gore daha orijinal marjinal jinal jinal urunlere yer vermesiyle bakmasi en zevkli site markafoni limango bedavacom  clubboonu baz alirsak baska da bilmem beyim bilcek 3 bana gecen dogadan markasi isbirliginde dogadan buyulu bohca gondermisler sevgimiz karsilikliymis hangi ara dogrudan pazarlamanizin crm bacagindaki filtrenizden kalanlar arasinda oldum  niye oldum pazarlamaci olarak merak ettim x tlyi mi gecti alisveris noldu sevdiginizden bence evet evet sevdiklerimiz fieldi tickli olanlardanim ben o zaman tanrinin hakki 4 olsun isterim; bir talep gonderirim burdan bi de su kargo olayini bir uyelik paketine donusturseniz; ayda x tllik harcama yapanlardan en azindan ynin kargosunu almayin ne bileyim o zaman yemem sizi yaninizda yatarim,4, ,,,,,,,,,,,,,,,,,,,
bugüne kadar 4 gömlek ve 2 tisört siparisi verdigim ve bir hafta sonra bana ürünleri sorunsuz bir sekilde gönderen site ben de bunun üzerine bugün 2 ayakkabi  bir sort ve bir pantolon siparisi daha verdim ucuza bulmusum  çok sükür sorun da yasamadim daha ne! insallah bu yazidan sonra bir sorun yasamam simdiki siparislerimde,4,,,,,,,,,,,,,,,,,,,,
sürekli yapilan tedarikçi ile yasanan sorundan dolayi siparisin iptal edilmesi saçmaligindan dolayi  en son kendileriyle köprüleri yikma noktasina gelip hem burada hem de telefonda zehir zemberek düsünce paylasimimdan sonra geçen hafta bir sipariste bulundum gidisati belirleyecek bir örnekti normalde kampanya bitiminden sonraki hafta kargo gönderiminin baslamasi gerekir fakat o hafta biter ama ürün bir türlü gelmezdi bu kez kampanyanin bitiminden sonraki ilk gün kargo elimdeydi sasirdim sevindim umarim görmüslerdir ki  istenilirse oluyormus  basarilmasi bu kadar basit istebu gelisme simdilik olumlu yöne çevirdi tavrimi gerçi ürünlerden birisi istedigim gibi olmadi ve iade olmak üzere gönderdim o konudaki gelismeler ne kadar sürecek bakalim ama gelen diger ürünün kalitesini begendim,4,,,,,,,,,,,,,,,,,,,,
simdiye kadar iki kez alisveris yapip çok memnun kaldigim alisveris sitesi bir kere diger aliseris sitelerine göre çok daha erken gönderiyorlar siparisinizi dahasi markafoni gibi iki günde bir elinde kalan mallari satisa çikarip yaz günü kislik kiyafetlerle içimizi baymiyorlar,4,,,,,,,,,,,,,,,,,,,,
mastercard ile cuma günleri kargo ücreti ödemeden alisveris yapabileceginiz site,4,,,,,,,,,,,,,,,,,,,,
simdiye kadar 10 civari siparis verdim  bunlarin ikisi sorunlu çikti ki gayet rahat bir sekilde para iadesinde bulundular teslimat konusundaysa belirttikleri tarih disinda alamadigim ürün olmadi satin alirken aklimda herhangi bir süphe kirintisi olmadan alisverisi gerçeklestirebiliyorum bir de bunlarin en sik kullandiklari erkek modelin karin kaslari çok garip lan tugla gibi derler ya bununkiler sanki kirilmis biraz,4,,,,,,,,,,,,,,,,,,,,
kendisiyle yurtiçi kargo dolayisiyla biraz problem yasamis olsak da  takip ettigim günlük alisveris içinde en dogru düzgün çalisani oldugunu düsündügüm sitedir bu siteleri sadece takip etmekle kalmayip çogundan alisveris de yapmis bulunmaktayim  satis sonrasi destek olarak trendyolu tek geçerim onun disinda  bilip güvendiginiz acayip isimli firmalarin ürünlerine özellikle çantalarda fazla ragbet gösterilmemesi kanaatindeyim  zira bu ürünlerin çogunu daha ucuza disaridan temin edebilirsiniz  zira bu ürünlerin çogunu daha ucuza disaridan temin edebilirsiniz  birkaç örnekle karsilastigim için dikkatimi çekti bir de vade farki almasalar tam olacak,4,,,,,,,,,,,,,,,,,,,,
simdiye kadar yaptigim hiçbir alisverisimde en ufak bi olumsuzlukla karsilasmadigim  hizmet ve müsteri memnuniyeti konusunda yeterince güvenimi kazanarak kendilerinden alisveris yapmayi sürdürme kararimi saglamlastirmistir,4,,,,,,,,,,,,,,,,,,,,
marka seçiminden teshirine ve müsteri hizmetlerine kadar basarili bulduğum kampanyaci site  ama walla çok iyi fiyatlar var yahu  bkz: bir alisveriskoliğin itiraflari,5,,,,,,,,,,,,,,,,,,,,
orjinalliğinden süphe etmediğim metallicali yeni converselerimi bana belirttiklerinden 4 gün önce  toplamda 45 lira karsiliğinda ulastirarak mutlu eden sitedir,5,,,,,,,,,,,,,,,,,,,,
orijinal olmadiğina %100 emin olduğum converse yolladilar  ya da converse üretim hatali olup  mağazalarinda satamayacaklarini buradan ucuza satiyor  bilemedim  yalniz yaptiklari çok ayip  simdi ben bu ürünü geri göndermekle uğrasamiycam  zira vaktim yok  ama bir daha alisveris yapar miyim  sizce yapar miyim,5,,,,,,,,,,,,,,,,,,,,
siparis ettiğim elbiseyi gününden çok önce getirerek beni mutlu eden alisveris sitesi,5,,,,,,,,,,,,,,,,,,,,
mavi den 16 kasim da hediye çeki ile cebimden sadece 3 90 tl çikararak aldiğim ürünü 24 kasim ile 1 aralik arasinda yollayacağini söyleyip 18 kasim da elime ulastiran site  hastasiyiz dede,5,,,,,,,,,,,,,,,,,,,,
16 kasim gecesi saat 23 50 civari verdiğim siparisi ertesi gün kargoya verip 18 inde elime ulastiran site  vay be diyorum sadece,5,,,,,,,,,,,,,,,,,,,,
ürün isimleri sahane bugün us polo assn  marka siyah kahve erkek dönerli satiyorlar  69 liradan 39 liraya düsmüs  kaçirmayin  http://birtakim files wordpress com/…dc3b6nerli png,5,,,,,,,,,,,,,,,,,,,,
markafoni ile birlikte açik ara en hizli ve güvenli alisveris sitesi,5,,,,,,,,,,,,,,,,,,,,
istiklal deki columbia mağazasinda 520 liraya satilan montlari 250 ye satan site,5,,,,,,,,,,,,,,,,,,,,
dün siparis verdiğim ürünü bugün kargoya veren mükemmel alisveris sitesi  markafoni de kampanya süresi bitecek de  siparis hazirlanacak da kargoya verilecek  en az on gün süründürüyorlar  trendyol bu tutumuyla gözlerimi yasartti  bundan sonra sanirim alisveriste ilk tercihim olacak,5,,,,,,,,,,,,,,,,,,,,
ck saatlerde yaptiklari indirim karsisinda saygiyla eğiliyorum,5,,,,,,,,,,,,,,,,,,,,
geçtiğimiz hafta colin s mağazasindan 50 liraya aldğim ceketi bugün 60 liraya satiyor,5,,,,,,,,,,,,,,,,,,,,
jargon zenginlestiren kiyafet alis para veris sitesi trendyol f bkz angirl,5,,,,,,,,,,,,,,,,,,,,
simdiye kadar 14 siparis vermisiz kendilerinden ailecek  1 tanesinde en ufak sikinti yasamadim  yani oturarak indirimli olduğunu düsündüğün ürünü aliyorsun  yarin giyeceksen verdiğin siparisi zaten kullanma canim bu olusumlari  binlerce siparis verilen bir yerden bahsediyoruz  gözümde basarililar  tu kaka ilan etmeden önde 1 seferden tüme varmayalim derim not bunu okuyup geçen hafta verdiğim siparisleri yilbasindan sonraya birakayim demeyin sayin trendyol  hediye olacak onlar  olmadi caniniz sağolsun ama,5,,,,,,,,,,,,,,,,,,,,
aldiğim 2 ürün de  kampanya bitiminden 1 gün sonra elime ulasti  markafoni ve limango ile kiyaslayinca  en güzel giysiler trendyolda bence  ama bir iki sey var kafama takilan  markafoniye doğru yol olacağim yüzden  ama trendyol ile bir sorun yasamadim  yazayim dedim birini iade edeceğim  iadede sorun çikarsa görüsmek üzere iadede sorun yok  trendyol hem hizli  hem de sorunsuz cidden,5,,,,,,,,,,,,,,,,,,,,
20 liraya hem de 1 gün içinde beni convers sahibi yapmis sitedir daha önceki alisverislerim nedeniyle 40 liralik hediye çeki vermisler  conversi de indirimle 60 liraya satiyorlar  siparisi verdikten 1 gün sonra da kargo ya verdiler ürünü  hayatimin ilk conversi  tepe tepe kullanacağim,5,,,,,,,,,,,,,,,,,,,,
son dönemde oldukça artan online alisveris siteleri içinde en uygun fiyat  bol çesit  güzel markalar  ayrintili ve anlasilir kullanim gibi arti özellikleriyle kalbimi kazanmis olusum  rakiplerine bakmiyorum bile artik genelde olumsuz düsüncelerin dile getirildiği için hep olumsuz yorum beklentisine karsilik  trendyolu seviyorum  29 aralik - 5 ocak arasi kargoya verilecek dedikleri ürünlerimi an itibariyle kargolamasini yaparak kargonuzu yolladik güle güle kullanin mealinde (yada ben kargoyu dört gözle beklediğim için öyle okumak istediğim için) bir mesajla da cep telefonuma bildirim yollayan güzel ve bir önce alisverisimde olduğu gibi hizli gönderim yapan kaliteli site,5,,,,,,,,,,,,,,,,,,,,
her zaman ürünleri oldukça kisa sürede elime ulastirip buna da iyice alistirdiğindan  yilbasinda giymek için ayin 21inde verdiğim siparisi hala kargoya vermeyerek beni manyak eden site  bunun disinda hiç bir problem yasamadiğimi ve gayet memnun olduğumu da söylemeliyim,5,,,,,,,,,,,,,,,,,,,,
çoğu kisi begenmesede indirim siteleri arasinda en çok kullandigim site  179 tl lik bi converse modelini zira babam bile 69 tl ye satmaz bana,5,,,,,,,,,,,,,,,,,,,,
geçenlerde hesabima 20 ser tl lik iki kupon tanimlamis site  bu kuponlar en ez x tl lik alisveris ile beraber kullanilabilir gibisinden bir seyler bekliyordum ki  39 tl lik iki parça ürünü bu kupon ile beraber alabildim  sadece kargo ödedim dört küsür lira ve yaklasik 10 gün sonra ürünler elime geçti türk hizmet sektöründe beklemediğim bir davranis sergiledi trendyol  tebrikler,5,,,,,,,,,,,,,,,,,,,,
markafoni disinda diğer kullandiğim alisveris sitesidir  indirimleri bazen çok cazip olabiliyor  mesela vakti zamaninda 140tl ye satilan bir saati 33tl ye almisliğim vardir ki; çok memnunum uzun zamandir istediğim ama almadiğim seyleri  bu sitelerde güzel indirimleriyle görmek de ayri güzel bir duygu yasatir insana  kargo konusunda da markafoni kadar sorun yaratmamasi site adina bir artidir bana göre,5,,,,,,,,,,,,,,,,,,,,
durduk yere 20tl indirim kuponu vermis alisveris sitedir  canim benim ya,5,,,,,,,,,,,,,,,,,,,,
iki kere alisveris yaptiğim  ikisinde de memnun kaldiğim site  kargoya vermeleri  ürünün orijinalliği konusunda sikinti yasatmadilar sağolsunlar ayrica; aldiğim swatch saatten tam 150 tl kar etmenin mutluluğu hiç birseyde yok,5,,,,,,,,,,,,,,,,,,,,
nihayet israrli cebellesmelerimiz güzel sonuç vermis ve hem yaptiği ise hem de müsterilerine saygili olan bir indirim sitesi gibi hareket etmeye baslamistir  bu da kendilerine yol  su  elektrik olarak geri dönüyor ve kendileriyle olan iliskimiz samimi bir sekilde devam ediyor  her beğendiğim ürünü pes pese siparis ediyorum  2 3 gün önceki siparisim için mail atmislar; yoğun kar yağisi nedeniyle hala tedarik edemediklerini  ettiklerinde hemen göndereceklerini belirtmisler sayin trendyol  siz isinizi düzgün yapin  sorumluluğunuzu yerine getirin; sizin sorumluluğunuz disindaki beklenmedik olağandisi olaylara ve sorunlara karsi anlayis hakkiniz her zaman mevcuttur ve saklidir merak etmeyin,5,,,,,,,,,,,,,,,,,,,,
su zamana kadar hiç kullanmadiğim halde  dün 20tl lik bir hediye çeki gönderip    hadi kerata al bisiler   diyen ve kendilerinden alisveris yapmami sağlayan site kendilerine tesekkür ediyorum  70tl görünen bir kazaği  kargo dahil 14tl ye almami sağladi  bak anlasinca ne güzel alisveris yapiyormusuz diyorum ve her ay hediye çeklerini bekliyorum geldi lan ikinci de geldi  bu sefer sponsorum yapi kredi bankasiydi  e durur muyum patlattim alisverisi  bu sefer daniel klein den saat aldim  mis,5,,,,,,,,,,,,,,,,,,,,
rakibi limango verdiğim siparisi 15 gün geciktirip bir de hiçbir açiklama yapmadan iptal etmisken  daha kampanya devam ederken ürünü siparisimden 1 gün sonra kargoya vererek gönlümü fethetmis olan online alisveris sitesi  artik favorimsin trendyol,5,,,,,,,,,,,,,,,,,,,,
kutularina kurban olduğum firma  ne sağlam kutu yapmislar hepsi parçalandi gitti trendyolun ki sapasağlam duruyor,5,,,,,,,,,,,,,,,,,,,,
geçen hafta vermis olduğum saat siparisiyle beni gülümseten ve takdirimi kazanan site saati siparis verirken teslimat tarihine 23 02 2012-01 02 2012 arasi yaziyordu  hiç beklemediğim sekilde bir gün erken olarak 22 02 2012 de ürünüm kargoya verildi ve bugün yani 23 02 2012 de teslim edildi  bu hizlariyla gerçekten takdirimi kazandilar ayrica gelen kutunun içinden saatin yaninda bir adet de tek içimlik sicak çikolata çikmasi beni gülümsetti  gerçekten ince  sicak ve samimi bir mesaj  müsterilerine ne kadar dostça yaklastiklarini gösteriyor bu yaptiklari ilk siparisimdi ve benden 10 tam puan aldilar,5,,,,,,,,,,,,,,,,,,,,
limangodan minimum on  morhipodan bes  markafoniden iki gömlek üstün alisveris sitesi: bugüne kadar verdiğim bes kadar siparisin dördünü  ertesi gün birini ise üç gün sonra kargoya verdi  gelen mallarda herhangi bir sorunla da karsilasmadim  ha bu yüzden iade ya da sorunlu siparis prosedüründe nasillar bilmiyorum ama tahmin ediyorum ki limango gibi insani yirmi gün bekletip  aa çok pardon o yokmus paranizi verelim  demek ya da morhipo gibi iade edilecek parayi aylarca sündürmek gibi abukluklari yoktur  gözümde açik ara en iyi özel alisveris sitesi,5,,,,,,,,,,,,,,,,,,,,
mağaza fiyati 140  internette bulduğum en uygun fiyati 100 tl olan saati 50 liraya edinmemi sağlamis site  ürün elime taahhüt edilen tarih araliğinda sorunsuzca ulasti,5,,,,,,,,,,,,,,,,,,,,
aldiğim ürünün kampanyasi bugün bitiyordu  dün kargoya verdiler  kargo takipten baktim  su an bulunduğum yerde geziniyorlar  ya birazdan gelir  ya da gidip kendim alirim kargodan  olmazsa iade de var  seviyorum seni ben trendyol,5,,,,,,,,,,,,,,,,,,,,
colin s kampanyasinin teslim tarihinin bitiminin üstünden 7 hafta geçmesine rağmen sparisimi bana ulastiramamislardir  problemin onlardan da kaynaklanmadiğina %90 emin olduğum için adamlara atar da yapamiyorum  lakin onlar colin s e atar yapsa ne güzel olur  duy sesimi trendyol,5,,,,,,,,,,,,,,,,,,,,
her seyin ilkinde eksiklikler olur gün geçtikçe sistemi oturtturan marka,5,,,,,,,,,,,,,,,,,,,,
internet üzerinden insanlara faydali seyler sunan bir alisveris sitesi  neticede kar amaci güdülerek yapilan her isin içine biraz pislik karismistir  o yüzden abartmamak lazim gelir bazi durumlari  her ne kadar oradan satin aldiğim ayakkabimin kargosu kaybolsa da bunu büyütmüyorum  çünkü hem parami iade ettiler hem de ayip olmasin diye 20 türk lirasi değerinde hediye kuponu verdiler  müsterisine saygisi vardir en azindan  keyifli alisverisler ne dedim ben,5,,,,,,,,,,,,,,,,,,,,
cuma günü siparis ettiğim ayakkabiyi 3 gün içinde getiren online alisveris sitesi  kampanya bittikten sonra kargoya verileceği yaziyordu sitede  23 ü ile 30 u arasinda da elime ulasir demislerdi  daha 23 üne 3 gün var ve adamlar ayakkabiyi getirdiler  açikcasi bu kadar hizli ulasacağini beklemiyordum,5,,,,,,,,,,,,,,,,,,,,
siparisimi  ayin 14 ünde baslayacak olan tedarik sürecinden önce yani bugun kargoya vermis sitedir  saskinlik içerisinde bekliyorum  hiç alisik değiliz böyle seylere,5,,,,,,,,,,,,,,,,,,,,
çoğu zaman tedarik tarihinden önce bana ürünümü gönderen site bu konuda gerçekten basarililar  ancak sirkette yan masadaki arkadasimin ilk siparisinde mail atarak tedarikçi firmadan kaynakli bir sorun olduğunu bu yüzden geç göndereceklerini söylemisler sans böyle bir sey olsa gerek,5,,,,,,,,,,,,,,,,,,,,
simdi baktim  bugüne kadar 16 siparisim olmus bu siteden  ilk siparisimi tam 1 yil önce vermisim bunlardan bazilarini gelince beğenmedim  numarasi olmadi vs  yani 3-4 tane de iade islemim olmustur bir tanesinde bile beni üzmediler  yormadilar  sikintiya sokmadilar  kendileriyle bir kere bile problem yasamadim  müsteri temsilcisine hiç isim düsmedi  sunduklari markalari da markafoni ve limango ya göre çok daha fazla eğeniyorum  kendi markalari milla zaten rakipsiz  sonuç itibariyle gözümde indirim sitelerinin bir numarasidir  seviyorum  galiba duygularimiz karsilikli  o da beni trendyol-gold üyesi yapmis  canim benim,5,,,,,,,,,,,,,,,,,,,,
aldiğim ürünün teslim tarihinde 5-13 mayis arasi yazmasina rağmen  teslimati 2 is günü içerisinde ve daha mayis bile gelmeden yapmis olan  gözüme diğer alisveris sitelerinden çok daha derli toplu  güvenilir ve hizli görünen tesekkürlerimi sunmayi borç bildiğim takdire sayan site  aferin onlara ,5,,,,,,,,,,,,,,,,,,,,
verdiğim siparisi 19-24 mayis tarihleri arasinda teslim edeceklerini yazmalarina rağmen  bugün itibariyle elime ulastirmislardir  elleri dert görmesin gurban olduğum gidisini yidiklerim,5,,,,,,,,,,,,,,,,,,,,
ilk alisverisimi yaptim  15 05 tarihinde verdiğim   teslimat: 24 05 - 31 05  yazan siparisimi 17 05 gece 2 sularinda kargoya verdiler  hizli olduklarini söyleyebilirim  bakalim kargo ulasinca da olumlu düsüncelerim devam edecek mi  Bekleyisteyim,5,,,,,,,,,,,,,,,,,,,,
diğer alisveris sitelerinin aksine  siparis teslimatini hiç aksatmayan  siparis kargoya verilecekken stoklarda yoksa arayip gayet kibar bir sekilde bildiren  o kadar sitenin içinde belki de su anda türünün en iyisi olan ve en kaliteli hizmeti veren alisveris sitesidir,5,,,,,,,,,,,,,,,,,,,,
3 gün önce verdiğim siparislerimi az önce sorunsuz bir sekilde bana ulastiran; an itibariyle online giyim alisverisine beni ikna etmis ilk göz ağrim   sevdim seni sebastian,5,,,,,,,,,,,,,,,,,,,,
morhipoda 55tl den 26tl ye indi diye satilan puma sirt çantasini  ayni gün 99tl den 55tl ye indi diyerekten giydiren site  bi bakiniyim ne varmis diye morhipoyu açinca uzun süredir girmediğim için mi artik nedense 15tl de indirim kuponu verdi  çantayi da görünce  kiyaslayayim bakalim var miymis puma indirimi baska sitelerde derken trendyolda bununla karsilastim  rengine kadar da ayni çanta he  kargosu her seyi dahil 17tl ye fazlasiyla giderli bir sirt çantam olmus oldu  trendyolda o fiyati görmesem durup dururken morhipodan da sirt çantasi almazdim muhtemelen  tesekkürler trendyol,5,,,,,,,,,,,,,,,,,,,,
